   1.0000000e+00  -1.0879660e+00   5.0074490e-01
  -1.0000000e+00   2.8700307e-01   8.2631373e-02
   1.0000000e+00   1.1338685e+00   6.8759155e-02
   1.0000000e+00   5.4724573e-02   9.4510809e-01
   1.0000000e+00  -6.2259345e-01   7.5264898e-01
  -1.0000000e+00   9.2678466e-01  -7.2638003e-01
  -1.0000000e+00   2.1415302e+00   2.8994051e-01
   1.0000000e+00   2.4637814e-01   9.3482179e-01
  -1.0000000e+00   1.8359157e+00  -3.4835475e-01
   1.0000000e+00   1.1618806e+00   2.5369931e-02
   1.0000000e+00  -3.4206527e-01   6.9865173e-01
  -1.0000000e+00   2.2638854e+00   3.0825254e-01
  -1.0000000e+00   2.4424737e+00   2.5390430e-01
   1.0000000e+00  -8.4231536e-01   6.8617785e-02
  -1.0000000e+00   2.1723545e+00  -1.5328121e-01
  -1.0000000e+00   2.3813093e+00   3.6194334e-02
  -1.0000000e+00   3.6467974e-01  -1.6631929e-01
   1.0000000e+00  -1.0745531e+00   2.9963934e-01
   1.0000000e+00   1.0763339e+00   1.8763667e-01
   1.0000000e+00  -1.0106083e+00   5.3371864e-01
   1.0000000e+00   1.0874719e+00   3.1119997e-01
   1.0000000e+00   7.9061388e-01   4.6050039e-01
  -1.0000000e+00   1.9817275e-01  -1.7145971e-01
   1.0000000e+00   8.3708620e-01   6.5033052e-01
   1.0000000e+00   1.3979524e-01   1.1808939e+00
  -1.0000000e+00   1.8912633e+00  -5.6061824e-02
  -1.0000000e+00   1.9401992e+00   4.9085750e-01
  -1.0000000e+00   6.9608207e-01  -4.0394791e-01
   1.0000000e+00   1.0628736e-01   1.0467338e+00
   1.0000000e+00  -9.1505479e-01   4.9125694e-01
   1.0000000e+00  -1.1702794e+00   2.3590751e-01
   1.0000000e+00   1.8845569e-01   9.7760626e-01
   1.0000000e+00  -3.1901652e-01   9.5181198e-01
  -1.0000000e+00   2.6990396e-01  -1.2416685e-01
  -1.0000000e+00   4.1302105e-01  -1.8392620e-01
  -1.0000000e+00   1.9697593e+00  -9.1289821e-02
  -1.0000000e+00   2.6768400e-01  -7.7569708e-02
  -1.0000000e+00   1.2721305e+00  -4.3638667e-01
   1.0000000e+00  -6.4787037e-01   9.1038236e-01
  -1.0000000e+00   2.0137408e+00   1.1989668e-01
   1.0000000e+00   1.0100114e+00   7.2820619e-01
   1.0000000e+00   1.2517239e+00   3.9911790e-01
   1.0000000e+00   6.6420351e-01   8.8341146e-01
  -1.0000000e+00   2.1065579e+00  -1.6694357e-01
   1.0000000e+00   4.3111242e-01   8.6924939e-01
   1.0000000e+00   1.0013253e+00   3.4149331e-01
  -1.0000000e+00   8.6635905e-01  -4.0639347e-01
  -1.0000000e+00   2.4112038e+00   1.5131752e-01
   1.0000000e+00  -7.5038317e-01   5.2199373e-01
   1.0000000e+00  -8.1050057e-01   9.0342898e-01
   1.0000000e+00  -1.0504480e+00   4.6093915e-01
  -1.0000000e+00   6.8952461e-02   4.0075609e-01
   1.0000000e+00  -1.3823548e+00   1.6367216e-02
  -1.0000000e+00   1.5146579e+00  -5.0252674e-01
  -1.0000000e+00   2.0605003e+00  -4.2639036e-01
   1.0000000e+00  -1.2341071e+00   3.9617669e-01
  -1.0000000e+00   1.7674808e-01   1.5121529e-01
  -1.0000000e+00   2.2312377e-01   3.2436833e-02
  -1.0000000e+00   2.2693745e+00   5.7664066e-02
   1.0000000e+00  -3.8634078e-01   7.9099901e-01
   1.0000000e+00   6.8846961e-01   8.7690203e-01
   1.0000000e+00  -8.0387775e-01   8.4391240e-01
  -1.0000000e+00   1.8101088e+00  -2.6475459e-01
   1.0000000e+00   8.0153612e-01   7.3471678e-01
  -1.0000000e+00  -1.9102527e-02   3.0323065e-01
   1.0000000e+00  -3.3752482e-01   9.0268955e-01
   1.0000000e+00   6.2439549e-01   8.4277586e-01
   1.0000000e+00   7.7567548e-01   3.5179647e-01
  -1.0000000e+00   1.6635323e+00  -1.7760199e-01
  -1.0000000e+00   7.7439068e-01  -5.0928227e-01
   1.0000000e+00  -9.4316194e-01   4.4490807e-01
  -1.0000000e+00   1.6625575e+00  -3.6138523e-01
   1.0000000e+00   2.9118879e-01   9.4395083e-01
   1.0000000e+00   4.9244506e-01   1.0520335e+00
   1.0000000e+00  -7.9415171e-01   6.1164399e-01
   1.0000000e+00   1.5499529e-01   9.4733494e-01
  -1.0000000e+00   1.5900409e+00  -4.5054837e-01
