3.   -1.   -1.   -1.   -1.   -1.   -0.928   -0.204   0.751   0.466   0.234   -0.809   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.37   0.739   1.   1.   1.   1.   0.644   -0.89   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.616   1.   0.688   -0.455   -0.731   0.659   1.   -0.287   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.376   -0.186   -0.874   -1.   -1.   -0.014   1.   -0.253   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.978   0.501   1.   -0.54   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.998   -0.341   0.296   0.371   1.   0.417   -0.989   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.008   1.   1.   1.   1.   0.761   -0.731   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.242   1.   1.   0.319   0.259   1.   0.742   -0.757   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.975   -0.467   -0.989   -1.   -1.   -0.171   0.998   0.669   -0.945   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.228   1.   0.038   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.826   0.918   0.933   -0.794   -1.   -1.   -1.   -0.666   0.337   0.224   -0.908   -1.   -1.   -1.   -1.   -1.   -1.   0.418   1.   -0.258   -1.   -1.   -0.246   1.   1.   0.355   -0.958   -1.   -1.   -1.   -1.   -1.   -1.   -0.077   1.   0.344   -1.   -1.   0.075   1.   1.   0.649   0.256   -0.2   -0.351   -0.733   -0.733   -0.733   -0.433   0.649   1.   0.093   -1.   -1.   -0.959   -0.062   0.821   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.583   -0.843   -1.   -1.   -1.   -1.   -0.877   -0.326   0.174   0.466   0.639   1.   1.   0.791   0.439   -0.199   -0.883   -1.   -1.
3.   -1.   -1.   -1.   -0.83   0.442   1.   1.   0.479   -0.328   -0.947   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.025   0.519   0.124   0.339   0.762   1.   0.456   -0.707   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.965   -0.086   0.843   0.681   -0.955   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.467   1.   -0.279   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.719   1.   -0.203   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.786   0.504   0.945   -0.801   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.749   0.183   0.936   1.   -0.009   -0.955   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.731   0.43   0.965   1.   1.   1.   1.   0.529   -0.847   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.256   0.92   0.655   0.028   -0.36   -0.36   -0.305   0.823   0.214   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.117   0.87   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.247   0.74   -1.   -1.   -1.   -1.   -1.   -1.   -0.932   -1.   -1.   -1.   -1.   -1.   -1.   -0.966   0.694   0.281   -1.   -1.   -1.   -1.   -1.   -1.   0.676   -0.952   -1.   -1.   -1.   -1.   -1.   0.036   1.   -0.537   -1.   -1.   -1.   -1.   -1.   -1.   0.929   -0.26   -1.   -1.   -1.   -0.884   0.135   0.997   0.214   -0.996   -1.   -1.   -1.   -1.   -1.   -1.   0.056   0.957   0.293   -0.013   0.387   0.851   0.975   0.056   -0.979   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.954   -0.166   0.642   1.   0.671   0.345   -0.507   -1.   -1.   -1.   -1.   -1.   -1.
1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.51   -0.213   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.292   0.792   -0.987   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.56   0.975   -0.873   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.745   0.999   -0.748   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.596   1.   -0.601   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.714   1.   -0.585   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.998   0.714   1.   -0.454   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.997   0.798   1.   -0.538   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.402   1.   -0.39   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.354   1.   -0.142   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.222   1.   -0.06   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.34   1.   -0.211   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.242   1.   -0.113   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.967   0.594   1.   -0.431   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.14   1.   0.989   -0.705   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.654   0.666   0.301   -1.   -1.   -1.   -1.   -1.   -1.   -1.
1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.909   0.801   -0.899   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.405   1.   -0.396   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.072   1.   -0.468   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.057   1.   -0.623   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.288   1.   -0.683   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.253   1.   -0.647   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.3   1.   -0.593   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.328   0.997   -0.771   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.661   1.   -0.706   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.752   0.991   -0.827   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.59   0.896   -0.963   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.224   0.944   -0.887   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.109   1.   -0.285   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.754   -0.739   0.993   0.157   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.135   0.763   0.968   0.421   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.332   0.735   0.38   -1.   -1.   -1.   -1.   -1.   -1.
1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.998   0.613   -0.385   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.72   0.992   0.084   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.849   0.994   0.603   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.951   0.942   0.889   -0.971   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.999   0.794   0.987   -0.828   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.628   1.   -0.686   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.706   1.   -0.622   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.642   0.992   -0.777   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.776   0.99   -0.818   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.966   0.906   0.954   -0.889   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.875   0.984   0.858   -0.985   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.848   0.995   0.724   -0.991   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.735   0.999   0.843   -0.995   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.796   0.996   0.731   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.9   0.973   0.676   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.968   0.192   0.159   -1.   -1.   -1.   -1.   -1.   -1.   -1.
1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.457   -0.219   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.706   0.255   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.756   0.557   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.584   0.73   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.464   0.834   -0.996   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.494   0.907   -0.986   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.529   0.883   -0.993   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.454   0.973   -0.95   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.614   0.849   -0.987   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.644   0.775   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.999   0.739   0.728   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.992   0.891   0.479   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.876   1.   0.319   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.976   0.944   0.281   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.986   0.846   0.815   -0.944   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.086   0.804   -0.953   -1.   -1.   -1.   -1.   -1.   -1.
1.   -1.   -1.   -1.   -1.   -1.   -1.   0.254   0.241   -0.929   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.989   0.684   1.   0.1   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.987   0.84   1.   0.856   -0.878   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.769   0.95   1.   1.   -0.212   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.548   1.   0.989   -0.278   0.291   -0.986   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.424   1.   0.788   -0.995   -0.202   -0.541   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.221   1.   0.811   -0.987   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.303   1.   0.678   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.566   1.   0.83   -0.997   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.648   1.   0.898   -0.983   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.762   0.992   0.962   -0.874   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.935   0.89   1.   -0.649   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.652   1.   -0.118   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.15   1.   0.361   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.77   0.837   0.54   -0.995   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.399   0.077   -1.   -1.   -1.   -1.   -1.   -1.   -1.
3.   -1.   -1.   -1.   -1.   -1.   -0.104   0.549   0.579   0.579   0.857   0.535   -0.888   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.08   0.998   1.   1.   1.   1.   0.564   -0.722   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.801   -0.789   -0.789   -0.789   -0.69   0.233   0.844   -0.762   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.896   0.985   -0.053   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.269   1.   0.435   -1.   -1.   -1.   -1.   -1.   -0.938   -0.391   -0.213   -0.435   -0.94   -1.   -1.   -0.568   0.916   0.993   0.155   -1.   -1.   -1.   -1.   -1.   0.416   1.   1.   1.   0.86   0.651   0.368   0.835   0.976   0.064   -0.996   -1.   -1.   -1.   -1.   -1.   -0.05   0.911   1.   1.   1.   1.   1.   1.   0.734   -0.864   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.799   -0.177   -0.158   0.019   -0.316   -0.846   -0.729   0.454   0.729   -0.731   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.956   0.662   0.688   -0.849   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.647   0.89   0.014   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.156   0.864   -0.896   -0.312   -0.447   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.976   0.641   1.   -0.144   -0.694   0.621   0.222   -0.312   -0.669   -0.824   -1.   -1.   -1.   -1.   -1.   -0.831   0.334   1.   0.975   -0.628   -1.   -0.915   0.024   0.894   1.   0.976   0.79   0.79   0.79   0.79   0.79   0.88   1.   0.99   0.006   -1.   -1.   -1.   -1.   -0.886   -0.325   -0.057   0.388   0.579   0.811   1.   1.   0.715   0.107   -0.526   -1.   -1.
1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.582   0.849   0.209   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.82   0.714   1.   0.336   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.318   1.   0.778   -0.643   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.366   1.   0.076   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.589   1.   0.345   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.548   1.   0.288   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.374   1.   0.423   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.474   1.   0.5   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.16   1.   0.814   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.083   1.   0.779   -0.967   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.052   1.   0.999   -0.895   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.005   1.   0.927   -0.998   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.264   1.   0.991   -0.35   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.545   1.   1.   -0.294   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.701   0.999   1.   -0.472   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.966   0.624   0.706   -0.819   -1.   -1.   -1.   -1.   -1.   -1.
3.   -1.   -1.   -1.   -1.   -1.   -1.   -0.107   1.   1.   0.877   0.25   -0.855   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.229   0.987   0.866   0.339   0.854   1.   0.639   -0.857   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.976   0.796   0.799   -0.855   -1.   -0.913   0.546   1.   -0.288   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.805   0.995   0.021   -1.   -1.   -0.147   0.981   0.936   -0.76   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.915   -0.199   -0.797   -0.369   0.554   1.   0.999   0.032   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.838   0.863   1.   1.   0.908   -0.241   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.973   0.108   0.793   1.   0.973   0.114   -0.959   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.552   -0.673   -1.   -1.   -0.876   -0.005   0.861   1.   0.642   -0.784   -1.   -1.   -1.   -1.   -1.   -0.19   0.757   -0.937   -1.   -1.   -1.   -1.   -0.897   0.373   0.999   0.746   -0.85   -1.   -1.   -1.   -0.629   0.972   -0.049   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.077   1.   0.352   -1.   -1.   -1.   -0.204   1.   -0.502   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.856   0.725   0.978   -0.695   -1.   -1.   -0.166   1.   -0.208   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -1.   0.298   1.   -0.09   -1.   -1.   -0.821   0.752   1.   0.161   -0.86   -1.   -1.   -1.   -1.   -1.   -1.   0.308   1.   -0.184   -1.   -1.   -1.   -0.848   0.381   1.   0.869   0.341   -0.261   -0.642   -0.95   -0.967   -0.336   0.923   0.981   -0.59   -1.   -1.   -1.   -1.   -0.955   -0.105   0.89   1.   1.   1.   0.817   0.796   1.   1.   -0.087   -1.   -1.   -1.   -1.   -1.   -1.   -1.   -0.914   -0.28   0.322   0.813   1.   1.   0.633   -0.144   -0.994   -1.   -1.
